ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,atingiu_pv,defasagem,fase_ideal,matematica,portugues,ingles,escola,status_ativo
RA-1009,ALUNO-1009,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1009,ALUNO-1009,2021,0.0,S,,,,Escola Pública,Ametista,7.4,10.0,6.3,10.0,7.0,7.5,2.5,7.2,Não,0.0,,,,,,
RA-1009,ALUNO-1009,2022,0.0,E,,,2021.0,Escola Pública,Ametista,7.440048629629629,5.0,8.083333333333332,9.814814814814817,9.000020000000001,2.5,5.9375,8.083335,Não,,,8.166666666666666,8.0,,,
RA-1009,Aluno-1009,2023,ALFA,ALFA Y - G0/G1,8.0,Masculino,2023.0,Pública,Ametista,7.245,10.0,8.8,9.0,0.0,3.77,7.5,7.84,,0.0,,8.3,9.2,,,
RA-1009,Aluno-1009,2024,ALFA,ALFA E - G2/G3,9.0,Masculino,2023.0,Pública,Agata,6.395389393900001,5.0,7.5,6.8863636365000005,8.002,2.51,6.5625,6.553333333,,-1.0,,10.0,5.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-101,ALUNO-101,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-101,ALUNO-101,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-101,Aluno-101,2022,4,A,15.0,Menina,2021.0,Escola Pública,Ametista,7.305,5.0,7.6,8.3,7.9,7.5,,6.833,Não,-1.0,,7.2,6.5,9.2,,
RA-1010,ALUNO-1010,2021,1.0,B,,,,Escola Pública,Ametista,7.449,5.0,5.2,10.0,8.0,7.5,7.5,8.1,Não,-1.0,,,,,,
RA-1010,ALUNO-1010,2022,2.0,B,,,2019.0,Escola Pública,Ametista,7.262763158594493,10.0,4.5,8.292972459639126,8.500020000000001,7.5,6.041666666666667,7.5,Não,,,6.666666666666667,2.333333333333333,,,
RA-1010,Aluno-1010,2023,ALFA,ALFA Y - G0/G1,8.0,Masculino,2023.0,Pública,Topázio,8.70645,10.0,9.4,10.0,9.5,3.77,7.8125,8.59,,0.0,,9.0,9.8,,,
RA-1011,ALUNO-1011,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1011,ALUNO-1011,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1011,ALUNO-1011,2022,0.0,U,,,2022.0,,Ametista,7.790571508771929,5.0,7.833333333333333,9.473684210526317,10.00002,7.5,5.625,7.58333,Não,,,7.5,8.166666666666666,,,
RA-1011,Aluno-1011,2023,ALFA,ALFA Y - G0/G1,,Masculino,2023.0,Pública,Ametista,7.33095,10.0,5.2,8.6,9.5,3.77,7.1875,7.675,,0.0,,5.5,4.8,,,
RA-1012,ALUNO-1012,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1012,ALUNO-1012,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1012,Aluno-1012,2023,ALFA,ALFA Y - G0/G1,8.0,Feminino,2023.0,Pública,Ametista,7.96495,10.0,6.6,9.9,10.0,3.77,7.1875,7.845,,0.0,,7.0,6.2,,,
RA-1012,Aluno-1012,2024,ALFA,ALFA C - G0/G1,9.0,Feminino,2023.0,Pública,Topázio,8.057128571400002,5.0,9.75,9.523809524,9.502,2.51,8.125,8.443333333,,-1.0,,10.0,9.5,,EE Joaquim Mendes Feliz,Cursando
RA-1013,ALUNO-1013,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1013,ALUNO-1013,2021,2.0,M,,,,Escola Pública,Ametista,7.292,5.0,6.1,7.9,9.0,7.5,8.1,7.7,Não,-1.0,,,,,,
RA-1013,ALUNO-1013,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1013,Aluno-1013,2023,ALFA,ALFA Y - G0/G1,7.0,Masculino,2023.0,Pública,Ametista,7.6237,10.0,8.3,9.6,9.0,4.39,5.625,5.76,,0.0,,7.0,9.5,,,
RA-1013,Aluno-1013,2024,ALFA,ALFA E - G2/G3,8.0,Masculino,2023.0,Pública,Quartzo,5.7839559808,5.0,7.75,5.6937799039999994,9.002,2.51,5.0,4.72,,-1.0,,8.0,7.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1014,ALUNO-1014,2021,1.0,N,,,,Escola Pública,Ametista,7.636,5.0,6.3,8.3,9.0,7.5,8.1,8.7,Não,-1.0,,,,,,
RA-1014,ALUNO-1014,2022,1.0,M,,,2019.0,Escola Pública,Ametista,7.303241851851853,5.0,8.833333333333332,7.425925925925926,7.416679999999999,7.5,6.041666666666667,7.277776666666666,Não,,,8.5,9.166666666666666,,,
RA-1014,Aluno-1014,2023,ALFA,ALFA Y - G0/G1,,Feminino,2023.0,Pública,Topázio,8.2582,10.0,8.2,9.7,9.0,3.77,7.5,8.255,,0.0,,7.7,8.7,,,
RA-1014,Aluno-1014,2024,ALFA,ALFA E - G2/G3,8.0,Feminino,2023.0,Pública,Agata,6.315972727300001,5.0,5.25,7.8863636365000005,8.502,2.51,6.875,7.0,,-1.0,,6.5,4.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1015,ALUNO-1015,2021,3.0,J,,,,Rede Decisão,Topázio,8.475,10.0,6.9,8.9,9.6,7.5,7.9,9.1,Sim,0.0,,,,,,
RA-1015,ALUNO-1015,2022,4.0,P,,,2018.0,Rede Decisão,Topázio,8.67342461904762,10.0,7.266666666666667,8.928571428571427,9.16668,9.375,7.96875,8.91667,Sim,,,7.666666666666667,6.0,8.133333333333333,,
RA-1015,Aluno-1015,2023,FASE 1,1A,10.0,Feminino,2023.0,Pública,Ametista,7.538908333,5.0,6.3,9.3,10.0,6.27,7.34375,7.786666667,,-1.0,,5.0,7.6,,,
RA-1015,Aluno-1015,2024,2B,2B,11.0,Feminino,2023.0,Pública,Agata,6.643252381000002,10.0,4.0,7.8214285715,7.918,7.51,6.041666667,5.66,,0.0,,2.0,6.0,,EE Alexandre Rodrigues Nogueira,Cursando
RA-1016,ALUNO-1016,2021,2.0,H,,,,Escola Pública,Quartzo,4.946,5.0,1.1,0.8,9.0,7.5,7.5,8.3,Não,-1.0,,,,,,
RA-1016,ALUNO-1016,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1016,Aluno-1016,2023,FASE 1,1A,10.0,Feminino,2023.0,Pública,Ametista,7.762575,5.0,6.7,9.5,10.0,7.52,7.34375,7.73,,-1.0,,5.8,7.5,,,
RA-1017,ALUNO-1017,2021,3.0,J,,,,Rede Decisão,Ametista,7.844,10.0,5.8,7.2,8.8,7.5,7.9,9.2,Sim,1.0,,,,,,
RA-1017,ALUNO-1017,2022,4.0,L,,,2018.0,Rede Decisão,Ametista,7.95721614036921,10.0,6.888888888888888,9.05864681295716,7.91667,5.625,7.96875,8.083335,Não,,,6.833333333333333,5.333333333333333,8.5,,
RA-1017,Aluno-1017,2023,FASE 1,1A,,Masculino,2023.0,Pública,Agata,6.505333333,5.0,7.7,8.0,0.0,5.02,7.5,8.116666667,,-1.0,,7.0,8.3,,,
RA-1017,Aluno-1017,2024,2C,2C,12.0,Masculino,2023.0,Pública,Ametista,7.345521428500001,10.0,5.0,7.8095238095,9.502,6.26,7.1875,7.443333333,,0.0,,2.5,7.5,,EE João Ortiz Rodrigues,Cursando
RA-1018,ALUNO-1018,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1018,ALUNO-1018,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1018,Aluno-1018,2023,FASE 1,1A,,Masculino,2023.0,Pública,Agata,6.824,10.0,6.3,8.5,0.0,5.02,7.5,8.06,,0.0,,5.8,6.8,,,
RA-1018,Aluno-1018,2024,1A,1A,10.0,Masculino,2023.0,Pública,Ametista,7.7054045454,5.0,8.25,7.727272727,8.502,6.26,8.4375,8.45,,-1.0,,8.5,8.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1019,ALUNO-1019,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1019,ALUNO-1019,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1019,Aluno-1019,2023,FASE 1,1A,8.0,Feminino,2023.0,Pública,Ametista,7.177033333,10.0,4.3,9.1,7.5,5.02,6.875,7.836666667,,1.0,,0.5,8.0,,,
RA-1019,Aluno-1019,2024,1A,1A,9.0,Feminino,2023.0,Pública,Topázio,8.692255194900001,10.0,8.75,9.3073593075,9.502,6.26,7.8125,8.616666667,,0.0,,9.5,8.0,,EM Etelvina Delfim Simões,Cursando
RA-102,ALUNO-102,2021,1.0,J,,,,Escola Pública,Ágata,6.704,5.0,4.8,7.5,6.3,7.5,7.9,7.8,Não,-1.0,,,,,,
RA-102,Aluno-102,2022,4,A,14.0,Menino,2019.0,Escola Pública,Ágata,6.922,10.0,5.7,7.7,6.7,6.9,,6.0,Não,0.0,,4.7,6.8,5.5,,
RA-1020,ALUNO-1020,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1020,ALUNO-1020,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1020,Aluno-1020,2023,FASE 1,1A,9.0,Feminino,2023.0,Pública,Ametista,7.612283333,10.0,6.1,9.1,10.0,2.52,7.1875,8.056666667,,0.0,,4.3,7.8,,,
RA-1020,Aluno-1020,2024,1A,1A,10.0,Feminino,2023.0,Pública,Topázio,8.9544954545,10.0,9.0,9.7727272725,9.002,6.88,8.4375,8.84,,0.0,,10.0,8.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1021,ALUNO-1021,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1021,ALUNO-1021,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1021,Aluno-1021,2023,FASE 1,1A,,Masculino,2023.0,Pública,Agata,6.964616667,10.0,3.3,9.2,8.0,3.77,7.1875,7.893333333,,0.0,,2.5,4.0,,,
RA-1021,Aluno-1021,2024,1A,1A,10.0,Masculino,2023.0,Pública,Topázio,8.0985863636,5.0,8.0,9.318181818,9.502,7.51,8.4375,7.95,,-1.0,,9.0,7.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1022,ALUNO-1022,2021,1.0,F,,,,Escola Pública,Ametista,7.219,10.0,1.9,9.2,9.0,7.5,7.7,7.9,Não,0.0,,,,,,
RA-1022,ALUNO-1022,2022,1.0,J,,,2020.0,Escola Pública,Ametista,7.52518315942029,5.0,7.583333333333334,9.605072463768115,8.000020000000001,7.5,6.041666666666667,7.166666666666666,Não,,,8.833333333333334,6.333333333333333,,,
RA-1022,Aluno-1022,2023,FASE 1,1A,9.0,Masculino,2023.0,Pública,Ametista,7.164616667,10.0,4.7,8.5,8.5,3.77,7.1875,7.893333333,,0.0,,4.7,4.7,,,
RA-1022,Aluno-1022,2024,1A,1A,10.0,Masculino,2023.0,Pública,Ametista,7.613169697000002,5.0,6.5,9.318181818,9.502,6.26,7.5,8.116666667,,-1.0,,5.5,7.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1023,ALUNO-1023,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1023,ALUNO-1023,2021,0.0,O,,,,Escola Pública,Ametista,7.896,5.0,5.8,10.0,9.0,7.5,7.5,9.2,Sim,-1.0,,,,,,
RA-1023,ALUNO-1023,2022,0.0,G,,,2021.0,Escola Pública,Ágata,6.832373461538461,5.0,5.416666666666666,7.26602564102564,9.000020000000001,7.5,5.625,7.916665,Não,,,5.833333333333333,5.0,,,
RA-1023,Aluno-1023,2023,FASE 1,1A,,Feminino,2023.0,Pública,Topázio,9.1342,10.0,9.1,10.0,10.0,6.27,8.75,9.06,,0.0,,8.5,9.7,,,
RA-1023,Aluno-1023,2024,2B,2B,10.0,Feminino,2023.0,Pública,Topázio,9.498580952300001,10.0,9.5,9.511904762,9.502,9.375,8.958333333,9.563333333,,0.0,,9.0,10.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1024,ALUNO-1024,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1024,ALUNO-1024,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1024,Aluno-1024,2023,FASE 1,1B,10.0,Feminino,2023.0,Pública,Ametista,7.788875,5.0,9.8,10.0,0.0,6.27,9.21875,8.95,,-1.0,,10.0,9.5,,,
RA-1024,Aluno-1024,2024,1B,1B,11.0,Feminino,2023.0,Pública,Topázio,8.6516166666,5.0,10.0,10.0,8.002,7.51,8.4375,8.783333333,,-1.0,,10.0,10.0,,Escola João Paulo II,Cursando
RA-1025,ALUNO-1025,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1025,ALUNO-1025,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1025,ALUNO-1025,2022,0.0,G,,,2022.0,,Topázio,8.09268585185185,10.0,9.183333333333334,8.925925925925926,8.000020000000001,6.25,5.625,7.41666,Não,,,9.2,9.166666666666666,,,
RA-1025,Aluno-1025,2023,FASE 1,1B,9.0,Masculino,2023.0,Pública,Topázio,8.215158333,10.0,7.5,8.9,8.5,7.52,7.65625,7.836666667,,0.0,,7.5,7.5,,,
RA-1025,Aluno-1025,2024,1A,1A,10.0,Masculino,2023.0,Pública,Ametista,7.897071212,5.0,9.0,7.727272727,9.002,7.51,8.4375,7.783333333,,-1.0,,10.0,8.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1026,ALUNO-1026,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1026,ALUNO-1026,2021,3.0,B,,,,Escola Pública,Ametista,7.008,10.0,5.6,6.1,9.6,7.5,7.1,6.2,Não,0.0,,,,,,
RA-1026,ALUNO-1026,2022,3.0,B,,,2021.0,Escola Pública,Quartzo,5.66899900252303,5.0,2.777777777777778,4.317217234837372,8.75001,7.5,7.5,6.874995,Não,,,3.5,2.333333333333333,2.5,,
RA-1026,Aluno-1026,2023,FASE 1,1B,,Feminino,2023.0,Pública,Agata,6.494825,2.5,3.2,9.8,8.5,7.52,6.40625,7.06,,-3.0,,2.3,4.0,,,
RA-1027,ALUNO-1027,2021,6.0,C,,,,Rede Decisão,Ágata,5.672,10.0,6.8,3.9,7.5,0.0,7.1,5.4,Não,0.0,,,,,,
RA-1027,ALUNO-1027,2022,,,,,,Rede Decisão,,,,,,,,,,,,,,,,,
RA-1027,Aluno-1027,2023,FASE 1,1B,10.0,Feminino,2023.0,Pública,Ametista,7.748866667,5.0,6.0,9.7,9.5,7.52,7.5,8.333333333,,-1.0,,4.2,7.7,,,
RA-1027,Aluno-1027,2024,2B,2B,11.0,Feminino,2023.0,Pública,Topázio,8.220866666700001,10.0,5.25,10.0,9.502,7.51,7.916666667,8.39,,0.0,,6.0,4.5,,EE Bairro Boa Vista,Cursando
RA-1028,ALUNO-1028,2021,2.0,D,,,,Escola Pública,Ametista,6.917,5.0,7.1,5.4,8.4,7.5,7.5,7.8,Não,-1.0,,,,,,
RA-1028,ALUNO-1028,2022,3.0,B,,,2019.0,Escola Pública,Ágata,6.943054722222223,10.0,7.444444444444444,6.666666666666668,7.91667,4.375,7.5,5.7083275,Não,,,8.5,5.333333333333333,8.5,,
RA-1028,Aluno-1028,2023,FASE 1,1B,11.0,Masculino,2023.0,Pública,Agata,6.415708333,5.0,5.0,9.2,0.0,7.52,7.34375,7.946666667,,-1.0,,5.0,5.0,,,
RA-1028,Aluno-1028,2024,1B,1B,12.0,Masculino,2023.0,Pública,Ametista,7.1404338602,5.0,7.5,7.055335968,8.002,5.63,6.875,8.393333333,,-2.0,,6.0,9.0,,EE Olivia de Faria Nogueira,Cursando
RA-1029,ALUNO-1029,2021,2.0,P,,,,Escola Pública,Topázio,8.782,10.0,8.4,7.9,9.0,7.5,9.2,9.7,Sim,0.0,,,,,,
RA-1029,ALUNO-1029,2022,3.0,A,,,2019.0,Escola Pública,Ametista,7.928183035966957,10.0,5.777777777777778,8.915214902057008,8.75001,7.5,7.8125,7.9166675,Não,,,7.166666666666667,5.333333333333333,4.833333333333333,,
RA-1029,Aluno-1029,2023,FASE 1,1C,9.0,Feminino,2023.0,Pública,Ametista,7.058533333,10.0,5.4,6.3,10.0,3.77,7.5,8.006666667,,0.0,,3.5,7.2,,,
RA-1029,Aluno-1029,2024,1C,1C,10.0,Feminino,2023.0,Pública,Ametista,7.797790909100001,5.0,8.75,8.7954545455,9.002,6.885,7.5,7.25,,-1.0,,8.0,9.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-103,ALUNO-103,2021,1.0,F,,,,Escola Pública,Ametista,8.076,10.0,6.2,8.8,9.5,6.3,7.9,8.6,Não,0.0,,,,,,
RA-103,Aluno-103,2022,4,A,13.0,Menina,2020.0,Rede Decisão,Topázio,8.107,10.0,7.3,8.7,7.9,7.5,,7.708,Não,1.0,,7.3,7.3,7.3,,
RA-103,Aluno-103,2023,FASE 5,5A,14.0,Feminino,2020.0,Privada - Programa de Apadrinhamento,Topázio,8.0239,10.0,7.1,9.2,8.3,5.0,8.125,8.09,,1.0,,7.3,6.3,7.7,,
RA-103,Aluno-103,2024,5A,5A,15.0,Feminino,2021.0,Privada - Programa de Apadrinhamento,Topázio,8.775268254,10.0,9.166666666666666,9.603174603333335,8.334,6.26,7.875,8.872,,0.0,,9.0,9.0,9.5,Colégio Arco Íris Evolução,Cursando
RA-1030,ALUNO-1030,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1030,ALUNO-1030,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1030,ALUNO-1030,2022,2.0,M,,,2022.0,,Ágata,6.874622323232323,5.0,5.75,8.282828282828284,8.500020000000001,7.5,6.458333333333334,6.611106666666666,Não,,,5.5,6.0,,,
RA-1030,Aluno-1030,2023,FASE 1,1C,,Masculino,2023.0,Pública,Ametista,7.4027,5.0,6.9,9.7,8.5,3.77,6.875,8.39,,-1.0,,6.2,7.5,,,
RA-1030,Aluno-1030,2024,2D,2D,12.0,Masculino,2023.0,Pública,Ametista,7.7401916040000005,10.0,8.0,8.28320802,7.418,4.385,7.8125,7.61,,0.0,,10.0,6.0,,EE Paschoal Carlos Magno,Cursando
RA-1031,ALUNO-1031,2021,1.0,B,,,,Escola Pública,Topázio,8.863,10.0,8.1,10.0,9.5,7.5,7.5,9.0,Sim,0.0,,,,,,
RA-1031,ALUNO-1031,2022,1.0,B,,,2020.0,Escola Pública,Ametista,7.950002,5.0,8.833333333333332,10.0,8.500020000000001,7.5,5.833333333333334,7.5,Não,,,9.0,8.666666666666666,,,
RA-1031,Aluno-1031,2023,FASE 1,1D,10.0,Masculino,2023.0,Pública,Ametista,7.0602,5.0,5.9,8.8,8.0,7.52,6.666666667,7.006666667,,-1.0,,4.8,7.0,,,
RA-1031,Aluno-1031,2024,1C,1C,11.0,Masculino,2023.0,Pública,Agata,6.8757227273,5.0,6.25,8.6363636365,9.502,7.51,5.3125,5.83,,-1.0,,5.5,7.0,,EE Joaquim Mendes Feliz,Cursando
RA-1032,ALUNO-1032,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1032,ALUNO-1032,2021,1.0,R,,,,Escola Pública,Ametista,7.451,5.0,5.1,8.3,10.0,7.5,8.5,8.3,Não,-2.0,,,,,,
RA-1032,ALUNO-1032,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1032,Aluno-1032,2023,FASE 1,1D,,Masculino,2023.0,Pública,Ametista,7.434033333,5.0,6.0,9.5,8.5,7.52,7.291666667,7.563333333,,-1.0,,5.7,6.2,,,
RA-1032,Aluno-1032,2024,1C,1C,11.0,Masculino,2023.0,Pública,Topázio,8.01645,5.0,8.0,9.75,8.502,7.51,7.8125,7.92,,-1.0,,9.0,7.0,,EE Joaquim Mendes Feliz,Cursando
RA-1033,ALUNO-1033,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1033,ALUNO-1033,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1033,ALUNO-1033,2022,0.0,H,,,2022.0,,Topázio,8.243991565656566,10.0,9.1,7.328282828282827,9.50002,8.125,5.625,8.166665,Não,,,8.866666666666667,9.333333333333334,,,
RA-1033,Aluno-1033,2023,FASE 1,1D,,Feminino,2023.0,Pública,Topázio,8.126033333,5.0,7.9,8.9,9.0,7.52,8.125,9.006666667,,-1.0,,7.0,8.8,,,
RA-1034,ALUNO-1034,2021,2.0,M,,,,Escola Pública,Ametista,7.679,5.0,5.8,9.2,8.0,7.5,8.3,9.0,Sim,-1.0,,,,,,
RA-1034,ALUNO-1034,2022,2.0,K,,,2019.0,Escola Pública,Ametista,7.495580529657477,5.0,6.633333333333333,9.490392648287385,9.50002,7.5,6.041666666666667,7.333333333333333,Não,,,7.833333333333333,5.433333333333334,,,
RA-1034,Aluno-1034,2023,FASE 1,1D,10.0,Masculino,2023.0,Pública,Ametista,7.9642,5.0,8.3,9.0,7.5,7.52,8.333333333,8.393333333,,-1.0,,7.8,8.7,,,
RA-1034,Aluno-1034,2024,2B,2B,11.0,Masculino,2023.0,Pública,Topázio,8.0333666666,10.0,7.5,8.0833333335,7.502,7.51,7.708333333,8.223333333,,0.0,,7.5,7.5,,EE Alexandre Rodrigues Nogueira,Cursando
RA-1035,ALUNO-1035,2021,1.0,C,,,,Escola Pública,Ametista,7.718,5.0,6.0,7.9,9.5,6.9,8.8,9.6,Sim,-1.0,,,,,,
RA-1035,ALUNO-1035,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1035,Aluno-1035,2023,FASE 1,1D,9.0,Masculino,2023.0,Pública,Agata,6.888833333,10.0,5.8,8.3,0.0,7.52,7.708333333,7.78,,0.0,,4.0,7.5,,,
RA-1035,Aluno-1035,2024,1C,1C,10.0,Masculino,2023.0,Pública,Ametista,7.833495454500001,5.0,7.0,9.0227272725,9.502,7.51,8.4375,7.92,,-1.0,,6.5,7.5,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1036,ALUNO-1036,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1036,ALUNO-1036,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1036,Aluno-1036,2023,FASE 1,1F,11.0,Feminino,2023.0,Pública,Agata,6.970583333,5.0,8.0,9.6,0.0,3.77,9.0625,8.336666667,,-1.0,,9.0,7.0,,,
RA-1036,Aluno-1036,2024,2H,2H,12.0,Feminino,2023.0,Pública,Topázio,8.2841303831,10.0,7.0,9.0890269155,10.002,7.51,7.65625,7.7475,,0.0,,7.0,7.0,,EE João Ortiz Rodrigues,Cursando
RA-1037,ALUNO-1037,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1037,ALUNO-1037,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1037,ALUNO-1037,2022,3.0,L,,,2022.0,,Topázio,8.121970030303032,10.0,8.0,8.151515151515152,8.33334,6.875,8.125,7.791665,Não,,,7.5,8.0,8.5,,
RA-1037,Aluno-1037,2023,FASE 1,1F,10.0,Masculino,2023.0,Pública,Ametista,7.655575,5.0,6.7,8.4,9.0,7.52,8.59375,8.17,,-1.0,,5.0,8.3,,,
RA-1038,ALUNO-1038,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1038,ALUNO-1038,2021,4.0,F,,,,Escola Pública,Ágata,6.619,10.0,6.5,6.1,8.3,0.0,8.0,7.3,Não,0.0,,,,,,
RA-1038,ALUNO-1038,2022,5.0,B,,,2021.0,Escola Pública,Ametista,7.532558522875818,10.0,5.777777777777779,7.44750816993464,9.16668,7.5,6.458333333333334,7.875,Não,,,6.333333333333333,1.666666666666667,9.333333333333334,,
RA-1038,Aluno-1038,2023,FASE 1,1F,10.0,Feminino,2023.0,Privada,Ametista,7.736825,5.0,6.5,9.3,8.0,7.52,8.90625,8.17,,-1.0,,7.5,5.5,,,
RA-1038,Aluno-1038,2024,2I,2I,11.0,Feminino,2023.0,Pública,Ametista,7.9646385965,10.0,8.5,7.5438596495,8.002,7.51,7.5,7.273333333,,0.0,,10.0,7.0,,EE Dom Pedro Villas Boas de Souza,Cursando
RA-1039,ALUNO-1039,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1039,ALUNO-1039,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1039,ALUNO-1039,2022,0.0,B,,,2022.0,,Ametista,7.625232814814815,5.0,7.0,9.074074074074074,9.50002,7.5,5.9375,8.08333,Não,,,7.0,7.0,,,
RA-1039,Aluno-1039,2023,FASE 1,1F,,Masculino,2023.0,Pública,Ametista,7.686033333,5.0,6.2,9.9,8.0,7.52,8.125,8.056666667,,-2.0,,6.0,6.3,,,
RA-1039,Aluno-1039,2024,2I,2I,13.0,Masculino,2023.0,Pública,Ametista,7.549644444400001,5.0,7.25,9.722222222,8.002,7.51,7.5,6.77,,-1.0,,8.0,6.5,,EE Joaquim Mendes Feliz,Cursando
RA-104,ALUNO-104,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-104,ALUNO-104,2021,0.0,J,,,,Escola Pública,Ametista,8.01,10.0,6.4,10.0,9.0,7.5,7.2,6.8,Não,0.0,,,,,,
RA-104,Aluno-104,2022,4,A,18.0,Menino,2022.0,Escola Pública,Ágata,6.315,2.5,3.7,8.7,7.9,7.5,,6.708,Não,-4.0,,4.8,5.8,0.3,,
RA-104,Aluno-104,2023,FASE 5,5F,,Masculino,2022.0,Pública,Quartzo,4.25,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,,-3.0,,3.7,1.8,2.3,,
RA-1040,ALUNO-1040,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1040,ALUNO-1040,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1040,ALUNO-1040,2022,3.0,C,,,2022.0,,Ametista,7.267797248934356,5.0,6.166666666666667,8.422314578005116,9.58335,7.5,7.5,6.95833,Não,,,5.833333333333333,4.833333333333333,7.833333333333333,,
RA-1040,Aluno-1040,2023,FASE 1,1F,,Masculino,2023.0,Pública,Ametista,7.81545,5.0,6.6,9.3,10.0,7.52,7.8125,8.06,,-1.0,,5.8,7.3,,,
RA-1040,Aluno-1040,2024,2I,2I,12.0,Masculino,2023.0,Pública,Ametista,7.764199999900001,5.0,8.25,8.5416666665,9.502,7.51,7.5,7.273333333,,-1.0,,8.0,8.5,,EE Joaquim Mendes Feliz,Cursando
RA-1041,ALUNO-1041,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1041,ALUNO-1041,2022,,,,,,,,,,,,,,,,,,,,,,,
RA-1041,Aluno-1041,2023,FASE 1,1F,10.0,Feminino,2023.0,Pública,Agata,6.724116667,5.0,3.3,7.2,10.0,7.52,7.8125,8.003333333,,-1.0,,1.8,4.7,,,
RA-1042,ALUNO-1042,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1042,ALUNO-1042,2021,,,,,,,,,,,,,,,,,,,,,,,
RA-1042,ALUNO-1042,2022,3.0,D,,,2022.0,,Ágata,6.891666833333334,5.0,5.166666666666667,8.5,9.58335,7.5,7.5,5.9999925,Não,,,3.5,7.0,5.0,,
RA-1042,Aluno-1042,2023,FASE 1,1G,,Masculino,2023.0,Pública,Quartzo,5.331166667,5.0,4.3,6.5,0.0,3.77,7.708333333,7.666666667,,-1.0,,4.0,4.5,,,
RA-1043,ALUNO-1043,2020,,,,,,,,,,,,,,,,,,,,,,,
RA-1043,ALUNO-1043,2021,0.0,M,,,,Escola Pública,Topázio,8.367,10.0,6.8,10.0,9.5,7.5,7.5,7.8,Não,0.0,,,,,,
RA-1043,ALUNO-1043,2022,,,,,,Escola Pública,,,,,,,,,,,,,,,,,
RA-1043,Aluno-1043,2023,FASE 1,1G,10.0,Masculino,2023.0,Pública,Agata,6.5447,5.0,2.5,7.9,10.0,6.27,7.708333333,7.833333333,,-1.0,,2.0,3.0,,,
